#NAME,DATE,VMAG,VERR,FILT,TRANS,MTYPE,CNAME,CMAG,KNAME,KMAG,AMASS,GROUP,CHART,NOTES
N SCO 1437,2458974.07167,15.734,0.014,CV,NO,STD,143-000-BLZ-687,11.750,151-000-BLZ-686,12.466,1.1772,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.07240,15.692,0.014,CV,NO,STD,143-000-BLZ-687,11.773,151-000-BLZ-686,12.490,1.1748,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.07311,15.684,0.014,CV,NO,STD,143-000-BLZ-687,11.761,151-000-BLZ-686,12.458,1.1725,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.07384,15.720,0.014,CV,NO,STD,143-000-BLZ-687,11.739,151-000-BLZ-686,12.441,1.1701,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.07457,15.743,0.014,CV,NO,STD,143-000-BLZ-687,11.750,151-000-BLZ-686,12.446,1.1678,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.07529,15.745,0.014,CV,NO,STD,143-000-BLZ-687,11.760,151-000-BLZ-686,12.458,1.1655,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.07602,15.800,0.015,CV,NO,STD,143-000-BLZ-687,11.768,151-000-BLZ-686,12.462,1.1632,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.07675,15.812,0.015,CV,NO,STD,143-000-BLZ-687,11.767,151-000-BLZ-686,12.474,1.1609,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.07747,15.770,0.015,CV,NO,STD,143-000-BLZ-687,11.792,151-000-BLZ-686,12.502,1.1587,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.07819,15.782,0.015,CV,NO,STD,143-000-BLZ-687,11.753,151-000-BLZ-686,12.461,1.1565,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.07892,15.861,0.016,CV,NO,STD,143-000-BLZ-687,11.749,151-000-BLZ-686,12.453,1.1543,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.07964,15.847,0.015,CV,NO,STD,143-000-BLZ-687,11.746,151-000-BLZ-686,12.447,1.1522,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08037,15.852,0.016,CV,NO,STD,143-000-BLZ-687,11.760,151-000-BLZ-686,12.480,1.1500,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08110,15.821,0.015,CV,NO,STD,143-000-BLZ-687,11.735,151-000-BLZ-686,12.445,1.1479,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08183,15.816,0.015,CV,NO,STD,143-000-BLZ-687,11.746,151-000-BLZ-686,12.452,1.1458,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08255,15.847,0.015,CV,NO,STD,143-000-BLZ-687,11.736,151-000-BLZ-686,12.446,1.1437,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08328,15.823,0.015,CV,NO,STD,143-000-BLZ-687,11.747,151-000-BLZ-686,12.452,1.1417,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08400,15.860,0.015,CV,NO,STD,143-000-BLZ-687,11.744,151-000-BLZ-686,12.449,1.1396,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08472,15.822,0.015,CV,NO,STD,143-000-BLZ-687,11.753,151-000-BLZ-686,12.444,1.1376,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08545,15.738,0.014,CV,NO,STD,143-000-BLZ-687,11.733,151-000-BLZ-686,12.437,1.1356,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08618,15.623,0.013,CV,NO,STD,143-000-BLZ-687,11.743,151-000-BLZ-686,12.450,1.1337,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08690,15.629,0.013,CV,NO,STD,143-000-BLZ-687,11.740,151-000-BLZ-686,12.450,1.1317,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08763,15.635,0.013,CV,NO,STD,143-000-BLZ-687,11.722,151-000-BLZ-686,12.437,1.1298,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08836,15.639,0.013,CV,NO,STD,143-000-BLZ-687,11.737,151-000-BLZ-686,12.428,1.1279,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08909,15.678,0.013,CV,NO,STD,143-000-BLZ-687,11.759,151-000-BLZ-686,12.460,1.1260,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.08980,15.695,0.014,CV,NO,STD,143-000-BLZ-687,11.753,151-000-BLZ-686,12.451,1.1242,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09053,15.669,0.013,CV,NO,STD,143-000-BLZ-687,11.746,151-000-BLZ-686,12.439,1.1223,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09125,15.633,0.013,CV,NO,STD,143-000-BLZ-687,11.752,151-000-BLZ-686,12.469,1.1205,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09198,15.620,0.013,CV,NO,STD,143-000-BLZ-687,11.779,151-000-BLZ-686,12.486,1.1187,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09270,15.603,0.012,CV,NO,STD,143-000-BLZ-687,11.735,151-000-BLZ-686,12.443,1.1169,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09343,15.588,0.013,CV,NO,STD,143-000-BLZ-687,11.759,151-000-BLZ-686,12.469,1.1151,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09416,15.575,0.012,CV,NO,STD,143-000-BLZ-687,11.741,151-000-BLZ-686,12.447,1.1134,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09487,15.606,0.012,CV,NO,STD,143-000-BLZ-687,11.736,151-000-BLZ-686,12.456,1.1117,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09560,15.680,0.013,CV,NO,STD,143-000-BLZ-687,11.738,151-000-BLZ-686,12.426,1.1100,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09633,15.700,0.013,CV,NO,STD,143-000-BLZ-687,11.727,151-000-BLZ-686,12.440,1.1083,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09706,15.696,0.013,CV,NO,STD,143-000-BLZ-687,11.731,151-000-BLZ-686,12.437,1.1066,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09778,15.737,0.014,CV,NO,STD,143-000-BLZ-687,11.734,151-000-BLZ-686,12.429,1.1050,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09851,15.698,0.014,CV,NO,STD,143-000-BLZ-687,11.751,151-000-BLZ-686,12.457,1.1033,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09924,15.697,0.014,CV,NO,STD,143-000-BLZ-687,11.799,151-000-BLZ-686,12.503,1.1017,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.09995,15.791,0.015,CV,NO,STD,143-000-BLZ-687,11.780,151-000-BLZ-686,12.473,1.1001,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10068,15.728,0.014,CV,NO,STD,143-000-BLZ-687,11.750,151-000-BLZ-686,12.452,1.0985,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10140,15.751,0.014,CV,NO,STD,143-000-BLZ-687,11.756,151-000-BLZ-686,12.450,1.0970,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10214,15.749,0.014,CV,NO,STD,143-000-BLZ-687,11.741,151-000-BLZ-686,12.446,1.0954,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10287,15.742,0.014,CV,NO,STD,143-000-BLZ-687,11.739,151-000-BLZ-686,12.437,1.0939,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10360,15.735,0.014,CV,NO,STD,143-000-BLZ-687,11.747,151-000-BLZ-686,12.453,1.0924,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10432,15.774,0.014,CV,NO,STD,143-000-BLZ-687,11.760,151-000-BLZ-686,12.459,1.0909,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10505,15.796,0.015,CV,NO,STD,143-000-BLZ-687,11.748,151-000-BLZ-686,12.456,1.0894,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10576,15.770,0.014,CV,NO,STD,143-000-BLZ-687,11.747,151-000-BLZ-686,12.461,1.0880,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10649,15.701,0.014,CV,NO,STD,143-000-BLZ-687,11.769,151-000-BLZ-686,12.475,1.0866,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10721,15.715,0.014,CV,NO,STD,143-000-BLZ-687,11.736,151-000-BLZ-686,12.442,1.0852,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10794,15.644,0.013,CV,NO,STD,143-000-BLZ-687,11.749,151-000-BLZ-686,12.450,1.0838,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10867,15.683,0.014,CV,NO,STD,143-000-BLZ-687,11.794,151-000-BLZ-686,12.500,1.0824,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.10940,15.713,0.014,CV,NO,STD,143-000-BLZ-687,11.798,151-000-BLZ-686,12.506,1.0810,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11013,15.737,0.015,CV,NO,STD,143-000-BLZ-687,11.809,151-000-BLZ-686,12.517,1.0797,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11084,15.702,0.014,CV,NO,STD,143-000-BLZ-687,11.784,151-000-BLZ-686,12.491,1.0784,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11157,15.638,0.013,CV,NO,STD,143-000-BLZ-687,11.786,151-000-BLZ-686,12.483,1.0770,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11229,15.653,0.014,CV,NO,STD,143-000-BLZ-687,11.805,151-000-BLZ-686,12.510,1.0758,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11302,15.628,0.013,CV,NO,STD,143-000-BLZ-687,11.810,151-000-BLZ-686,12.526,1.0745,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11375,15.597,0.013,CV,NO,STD,143-000-BLZ-687,11.802,151-000-BLZ-686,12.501,1.0732,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11447,15.582,0.013,CV,NO,STD,143-000-BLZ-687,11.790,151-000-BLZ-686,12.498,1.0720,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11520,15.531,0.012,CV,NO,STD,143-000-BLZ-687,11.791,151-000-BLZ-686,12.512,1.0708,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11593,15.562,0.013,CV,NO,STD,143-000-BLZ-687,11.784,151-000-BLZ-686,12.484,1.0695,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11666,15.598,0.013,CV,NO,STD,143-000-BLZ-687,11.792,151-000-BLZ-686,12.494,1.0683,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11737,15.638,0.013,CV,NO,STD,143-000-BLZ-687,11.761,151-000-BLZ-686,12.486,1.0672,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11810,15.647,0.013,CV,NO,STD,143-000-BLZ-687,11.770,151-000-BLZ-686,12.471,1.0660,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11883,15.706,0.014,CV,NO,STD,143-000-BLZ-687,11.760,151-000-BLZ-686,12.451,1.0649,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.11955,15.771,0.015,CV,NO,STD,143-000-BLZ-687,11.783,151-000-BLZ-686,12.490,1.0638,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.12028,15.725,0.014,CV,NO,STD,143-000-BLZ-687,11.780,151-000-BLZ-686,12.479,1.0626,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.12101,15.787,0.015,CV,NO,STD,143-000-BLZ-687,11.753,151-000-BLZ-686,12.451,1.0615,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.12174,15.824,0.015,CV,NO,STD,143-000-BLZ-687,11.763,151-000-BLZ-686,12.470,1.0605,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.12245,15.846,0.016,CV,NO,STD,143-000-BLZ-687,11.786,151-000-BLZ-686,12.487,1.0594,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.12318,15.847,0.016,CV,NO,STD,143-000-BLZ-687,11.771,151-000-BLZ-686,12.483,1.0584,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.12391,15.836,0.015,CV,NO,STD,143-000-BLZ-687,11.768,151-000-BLZ-686,12.468,1.0573,na,X25341EJ,T50 - Siding Spring(Clear->V)
N SCO 1437,2458974.12463,15.746,0.014,CV,NO,STD,143-000-BLZ-687,11.777,151-000-BLZ-686,12.490,1.0563,na,X25341EJ,T50 - Siding Spring(Clear->V)
